n,f,fCount,S,maxS,decision,countViEQ0,countViEQ1
10,0,0,1,1,-1,5,5
10,0,0,1,1,0,6,4
10,0,0,1,1,1,3,7
10,0,0,1,1,0,6,4
10,0,0,1,1,0,6,4
10,0,0,1,1,0,6,4
10,0,0,1,1,0,6,4
10,0,0,1,1,0,6,4
10,0,0,1,1,-1,5,5
10,0,0,1,1,1,4,6
10,0,0,1,1,1,4,6
10,0,0,1,1,1,3,7
10,0,0,1,1,-1,5,5
10,0,0,1,1,1,3,7
10,0,0,1,1,-1,5,5
10,0,0,1,1,0,7,3
10,0,0,1,1,0,7,3
10,0,0,1,1,-1,5,5
10,0,0,1,1,1,3,7
10,0,0,1,1,-1,5,5
10,0,0,1,1,0,7,3
10,0,0,1,1,-1,5,5
10,0,0,1,1,0,8,2
10,0,0,1,1,-1,5,5
10,0,0,1,1,1,4,6
10,0,0,1,1,-1,5,5
10,0,0,1,1,0,6,4
10,0,0,1,1,1,3,7
10,0,0,1,1,0,7,3
10,0,0,1,1,1,4,6
10,0,0,1,1,0,7,3
10,0,0,1,1,0,6,4
10,0,0,1,1,0,8,2
10,0,0,1,1,1,3,7
10,0,0,1,1,-1,5,5
10,0,0,1,1,-1,5,5
10,0,0,1,1,-1,5,5
10,0,0,1,1,1,4,6
10,0,0,1,1,-1,5,5
10,0,0,1,1,1,3,7
10,0,0,1,1,1,4,6
10,0,0,1,1,0,7,3
10,0,0,1,1,0,7,3
10,0,0,1,1,0,6,4
10,0,0,1,1,0,7,3
10,0,0,1,1,1,4,6
10,0,0,1,1,-1,5,5
10,0,0,1,1,0,7,3
10,0,0,1,1,-1,5,5
10,0,0,1,1,-1,5,5
10,0,0,1,1,-1,5,5
10,0,0,1,1,0,6,4
10,0,0,1,1,1,4,6
10,0,0,1,1,1,3,7
10,0,0,1,1,1,3,7
10,0,0,1,1,1,3,7
10,0,0,1,1,1,4,6
10,0,0,1,1,-1,5,5
10,0,0,1,1,0,6,4
10,0,0,1,1,-1,5,5
10,0,0,1,1,0,6,4
10,0,0,1,1,1,4,6
10,0,0,1,1,1,2,8
10,0,0,1,1,1,3,7
10,0,0,1,1,-1,5,5
10,0,0,1,1,1,1,9
10,0,0,1,1,0,7,3
10,0,0,1,1,0,7,3
10,0,0,1,1,0,6,4
10,0,0,1,1,0,7,3
10,0,0,1,1,0,6,4
10,0,0,1,1,0,7,3
10,0,0,1,1,-1,5,5
10,0,0,1,1,0,6,4
10,0,0,1,1,0,7,3
10,0,0,1,1,-1,5,5
10,0,0,1,1,-1,5,5
10,0,0,1,1,0,6,4
10,0,0,1,1,1,3,7
10,0,0,1,1,1,3,7
10,0,0,1,1,1,2,8
10,0,0,1,1,1,4,6
10,0,0,1,1,1,4,6
10,0,0,1,1,1,4,6
10,0,0,1,1,1,4,6
10,0,0,1,1,0,6,4
10,0,0,1,1,1,3,7
10,0,0,1,1,1,3,7
10,0,0,1,1,1,3,7
10,0,0,1,1,0,7,3
10,0,0,1,1,-1,5,5
10,0,0,1,1,1,3,7
10,0,0,1,1,1,4,6
10,0,0,1,1,1,4,6
10,0,0,1,1,1,2,8
10,0,0,1,1,1,4,6
10,0,0,1,1,1,0,10
10,0,0,1,1,1,4,6
10,0,0,1,1,-1,5,5
10,0,0,1,1,0,8,2
10,2,2,1,1,-1,6,4
10,2,2,1,1,0,7,3
10,2,2,1,1,-1,7,3
10,2,2,1,1,-1,5,5
10,2,2,1,1,0,8,2
10,2,2,1,1,1,4,6
10,2,2,1,1,1,3,7
10,2,2,1,1,0,7,3
10,2,2,1,1,-1,3,7
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,3,7
10,2,2,1,1,-1,5,5
10,2,2,1,1,1,1,9
10,2,2,1,1,1,4,6
10,2,2,1,1,-1,4,6
10,2,2,1,1,0,6,4
10,2,2,1,1,-1,4,6
10,2,2,1,1,1,3,7
10,2,2,1,1,-1,4,6
10,2,2,1,1,1,2,8
10,2,2,1,1,1,4,6
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,5,5
10,2,2,1,1,-1,7,3
10,2,2,1,1,-1,4,6
10,2,2,1,1,0,8,2
10,2,2,1,1,1,1,9
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,3,7
10,2,2,1,1,0,6,4
10,2,2,1,1,-1,5,5
10,2,2,1,1,0,7,3
10,2,2,1,1,0,8,2
10,2,2,1,1,1,3,7
10,2,2,1,1,-1,5,5
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,3,7
10,2,2,1,1,1,4,6
10,2,2,1,1,-1,5,5
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,6,4
10,2,2,1,1,0,7,3
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,5,5
10,2,2,1,1,-1,5,5
10,2,2,1,1,0,7,3
10,2,2,1,1,-1,5,5
10,2,2,1,1,0,8,2
10,2,2,1,1,-1,3,7
10,2,2,1,1,0,7,3
10,2,2,1,1,1,2,8
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,4,6
10,2,2,1,1,0,8,2
10,2,2,1,1,-1,5,5
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,5,5
10,2,2,1,1,-1,6,4
10,2,2,1,1,1,1,9
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,6,4
10,2,2,1,1,0,6,4
10,2,2,1,1,-1,5,5
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,5,5
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,5,5
10,2,2,1,1,-1,5,5
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,3,7
10,2,2,1,1,-1,6,4
10,2,2,1,1,0,7,3
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,5,5
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,5,5
10,2,2,1,1,-1,6,4
10,2,2,1,1,1,2,8
10,2,2,1,1,-1,5,5
10,2,2,1,1,0,7,3
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,4,6
10,2,2,1,1,-1,4,6
10,2,2,1,1,1,3,7
10,2,2,1,1,-1,6,4
10,2,2,1,1,-1,6,4
10,4,4,1,1,1,3,7
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,1,9
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,6,4
10,4,4,1,1,1,1,9
10,4,4,1,1,-1,7,3
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,7,3
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,3,7
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,8,2
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,7,3
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,3,7
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,3,7
10,4,4,1,1,1,3,7
10,4,4,1,1,-1,7,3
10,4,4,1,1,-1,3,7
10,4,4,1,1,-1,4,6
10,4,4,1,1,1,1,9
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,7,3
10,4,4,1,1,-1,7,3
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,7,3
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,7,3
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,7,3
10,4,4,1,1,-1,4,6
10,4,4,1,1,0,7,3
10,4,4,1,1,-1,3,7
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,7,3
10,4,4,1,1,-1,3,7
10,4,4,1,1,-1,3,7
10,4,4,1,1,-1,3,7
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,7,3
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,7,3
10,4,4,1,1,-1,3,7
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,3,7
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,8,2
10,4,4,1,1,-1,3,7
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,3,7
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,8,2
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,7,3
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,6,4
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,5,5
10,4,4,1,1,-1,3,7
10,4,4,1,1,-1,3,7
10,4,4,1,1,-1,4,6
10,4,4,1,1,-1,6,4
10,0,0,5,2,1,5,5
10,0,0,5,1,0,6,4
10,0,0,5,1,0,5,5
10,0,0,5,1,1,4,6
10,0,0,5,1,1,2,8
10,0,0,5,1,1,3,7
10,0,0,5,1,0,6,4
10,0,0,5,1,1,3,7
10,0,0,5,1,0,6,4
10,0,0,5,1,1,5,5
10,0,0,5,1,1,4,6
10,0,0,5,1,1,4,6
10,0,0,5,1,0,7,3
10,0,0,5,1,0,6,4
10,0,0,5,1,1,4,6
10,0,0,5,1,1,5,5
10,0,0,5,2,1,5,5
10,0,0,5,1,0,5,5
10,0,0,5,1,1,4,6
10,0,0,5,1,0,5,5
10,0,0,5,1,1,4,6
10,0,0,5,1,0,6,4
10,0,0,5,1,0,7,3
10,0,0,5,1,0,7,3
10,0,0,5,1,0,5,5
10,0,0,5,2,0,5,5
10,0,0,5,2,1,5,5
10,0,0,5,1,1,4,6
10,0,0,5,1,1,4,6
10,0,0,5,1,0,6,4
10,0,0,5,1,1,3,7
10,0,0,5,1,1,3,7
10,0,0,5,1,0,5,5
10,0,0,5,1,0,6,4
10,0,0,5,1,1,5,5
10,0,0,5,1,0,6,4
10,0,0,5,1,0,6,4
10,0,0,5,1,1,4,6
10,0,0,5,2,1,5,5
10,0,0,5,1,0,6,4
10,0,0,5,1,0,5,5
10,0,0,5,1,0,7,3
10,0,0,5,1,1,4,6
10,0,0,5,1,1,3,7
10,0,0,5,1,0,7,3
10,0,0,5,1,0,5,5
10,0,0,5,1,0,8,2
10,0,0,5,1,1,2,8
10,0,0,5,2,0,5,5
10,0,0,5,1,0,5,5
10,0,0,5,1,1,4,6
10,0,0,5,1,1,3,7
10,0,0,5,1,1,4,6
10,0,0,5,1,0,6,4
10,0,0,5,1,1,3,7
10,0,0,5,1,1,4,6
10,0,0,5,1,0,6,4
10,0,0,5,1,0,5,5
10,0,0,5,1,0,6,4
10,0,0,5,1,0,8,2
10,0,0,5,1,0,6,4
10,0,0,5,1,0,6,4
10,0,0,5,1,1,3,7
10,0,0,5,1,0,6,4
10,0,0,5,1,0,6,4
10,0,0,5,1,0,6,4
10,0,0,5,1,0,6,4
10,0,0,5,1,0,5,5
10,0,0,5,1,1,4,6
10,0,0,5,1,1,3,7
10,0,0,5,1,1,3,7
10,0,0,5,1,1,3,7
10,0,0,5,1,0,7,3
10,0,0,5,1,1,4,6
10,0,0,5,1,0,6,4
10,0,0,5,1,0,6,4
10,0,0,5,1,1,4,6
10,0,0,5,1,1,4,6
10,0,0,5,1,1,4,6
10,0,0,5,1,1,4,6
10,0,0,5,1,0,7,3
10,0,0,5,1,0,6,4
10,0,0,5,1,1,5,5
10,0,0,5,2,0,5,5
10,0,0,5,1,1,4,6
10,0,0,5,1,0,5,5
10,0,0,5,1,1,4,6
10,0,0,5,1,1,4,6
10,0,0,5,1,1,4,6
10,0,0,5,1,0,7,3
10,0,0,5,1,0,7,3
10,0,0,5,2,1,5,5
10,0,0,5,1,1,2,8
10,0,0,5,1,0,8,2
10,0,0,5,1,0,7,3
10,0,0,5,1,1,4,6
10,0,0,5,1,1,3,7
10,0,0,5,1,0,6,4
10,0,0,5,1,0,7,3
10,0,0,5,1,1,4,6
10,2,2,5,1,1,2,8
10,2,2,5,1,0,6,4
10,2,2,5,1,0,7,3
10,2,2,5,4,1,6,4
10,2,2,5,1,1,5,5
10,2,2,5,5,-1,6,4
10,2,2,5,2,1,5,5
10,2,2,5,1,0,6,4
10,2,2,5,4,0,6,4
10,2,2,5,1,0,6,4
10,2,2,5,1,0,7,3
10,2,2,5,2,0,3,7
10,2,2,5,2,1,5,5
10,2,2,5,1,0,5,5
10,2,2,5,1,0,5,5
10,2,2,5,1,1,7,3
10,2,2,5,1,1,2,8
10,2,2,5,1,0,7,3
10,2,2,5,2,0,6,4
10,2,2,5,1,0,6,4
10,2,2,5,1,1,5,5
10,2,2,5,5,-1,5,5
10,2,2,5,2,1,6,4
10,2,2,5,1,1,5,5
10,2,2,5,2,1,5,5
10,2,2,5,4,0,5,5
10,2,2,5,1,0,5,5
10,2,2,5,1,1,3,7
10,2,2,5,1,1,3,7
10,2,2,5,2,0,7,3
10,2,2,5,5,-1,5,5
10,2,2,5,1,1,5,5
10,2,2,5,1,0,7,3
10,2,2,5,1,1,5,5
10,2,2,5,2,1,5,5
10,2,2,5,2,0,6,4
10,2,2,5,4,1,6,4
10,2,2,5,5,-1,7,3
10,2,2,5,5,-1,5,5
10,2,2,5,2,0,4,6
10,2,2,5,1,1,6,4
10,2,2,5,2,1,4,6
10,2,2,5,5,-1,4,6
10,2,2,5,1,0,3,7
10,2,2,5,1,1,4,6
10,2,2,5,5,-1,5,5
10,2,2,5,1,1,1,9
10,2,2,5,1,1,7,3
10,2,2,5,1,1,3,7
10,2,2,5,1,1,3,7
10,2,2,5,1,0,7,3
10,2,2,5,5,-1,7,3
10,2,2,5,1,1,6,4
10,2,2,5,1,0,7,3
10,2,2,5,1,1,6,4
10,2,2,5,5,-1,5,5
10,2,2,5,1,0,9,1
10,2,2,5,5,-1,5,5
10,2,2,5,4,0,6,4
10,2,2,5,5,-1,4,6
10,2,2,5,5,-1,5,5
10,2,2,5,5,-1,7,3
10,2,2,5,1,1,2,8
10,2,2,5,2,0,5,5
10,2,2,5,1,1,4,6
10,2,2,5,4,1,6,4
10,2,2,5,1,1,2,8
10,2,2,5,1,1,2,8
10,2,2,5,1,0,7,3
10,2,2,5,1,0,8,2
10,2,2,5,1,0,8,2
10,2,2,5,1,0,8,2
10,2,2,5,3,0,3,7
10,2,2,5,1,0,5,5
10,2,2,5,1,1,6,4
10,2,2,5,4,0,6,4
10,2,2,5,3,1,5,5
10,2,2,5,1,1,4,6
10,2,2,5,1,0,8,2
10,2,2,5,3,0,5,5
10,2,2,5,1,0,8,2
10,2,2,5,5,-1,5,5
10,2,2,5,1,1,4,6
10,2,2,5,4,0,5,5
10,2,2,5,5,-1,3,7
10,2,2,5,1,1,4,6
10,2,2,5,1,0,7,3
10,2,2,5,2,1,6,4
10,2,2,5,1,1,5,5
10,2,2,5,1,0,8,2
10,2,2,5,1,0,6,4
10,2,2,5,3,0,5,5
10,2,2,5,1,1,5,5
10,2,2,5,1,1,4,6
10,2,2,5,1,0,6,4
10,2,2,5,1,1,3,7
10,2,2,5,2,0,5,5
10,2,2,5,1,0,7,3
10,2,2,5,2,0,6,4
10,2,2,5,2,0,5,5
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,6,4
10,4,4,5,3,1,5,5
10,4,4,5,5,-1,7,3
10,4,4,5,5,-1,3,7
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,2,8
10,4,4,5,5,-1,7,3
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,4,6
10,4,4,5,3,0,5,5
10,4,4,5,1,1,0,10
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,3,7
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,3,7
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,1,9
10,4,4,5,5,-1,4,6
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,7,3
10,4,4,5,5,-1,8,2
10,4,4,5,5,-1,3,7
10,4,4,5,5,-1,3,7
10,4,4,5,2,0,4,6
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,7,3
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,3,7
10,4,4,5,5,-1,3,7
10,4,4,5,5,-1,4,6
10,4,4,5,3,1,5,5
10,4,4,5,5,-1,8,2
10,4,4,5,5,-1,6,4
10,4,4,5,4,1,6,4
10,4,4,5,5,-1,7,3
10,4,4,5,5,-1,8,2
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,8,2
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,4,6
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,7,3
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,4,6
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,4,6
10,4,4,5,1,1,4,6
10,4,4,5,5,-1,4,6
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,7,3
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,5,5
10,4,4,5,1,1,4,6
10,4,4,5,5,-1,4,6
10,4,4,5,5,-1,7,3
10,4,4,5,5,-1,4,6
10,4,4,5,1,1,5,5
10,4,4,5,5,-1,8,2
10,4,4,5,5,-1,4,6
10,4,4,5,5,-1,4,6
10,4,4,5,5,-1,7,3
10,4,4,5,5,-1,5,5
10,4,4,5,2,0,3,7
10,4,4,5,5,-1,7,3
10,4,4,5,5,-1,9,1
10,4,4,5,5,-1,3,7
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,4,6
10,4,4,5,5,-1,6,4
10,4,4,5,2,1,4,6
10,4,4,5,1,0,5,5
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,7,3
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,6,4
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,2,8
10,4,4,5,1,0,6,4
10,4,4,5,5,-1,7,3
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,4,6
10,4,4,5,5,-1,5,5
10,4,4,5,5,-1,7,3
10,0,0,10,1,1,2,8
10,0,0,10,1,0,7,3
10,0,0,10,1,1,4,6
10,0,0,10,1,1,1,9
10,0,0,10,1,0,7,3
10,0,0,10,1,0,6,4
10,0,0,10,1,1,5,5
10,0,0,10,1,0,6,4
10,0,0,10,1,1,4,6
10,0,0,10,1,0,7,3
10,0,0,10,1,0,6,4
10,0,0,10,1,1,3,7
10,0,0,10,1,0,6,4
10,0,0,10,1,1,2,8
10,0,0,10,1,0,5,5
10,0,0,10,1,1,2,8
10,0,0,10,1,0,5,5
10,0,0,10,1,0,7,3
10,0,0,10,1,0,6,4
10,0,0,10,1,1,1,9
10,0,0,10,1,0,6,4
10,0,0,10,1,0,5,5
10,0,0,10,1,0,5,5
10,0,0,10,1,0,7,3
10,0,0,10,1,1,3,7
10,0,0,10,1,0,6,4
10,0,0,10,1,1,5,5
10,0,0,10,1,1,4,6
10,0,0,10,1,0,7,3
10,0,0,10,1,1,4,6
10,0,0,10,1,1,5,5
10,0,0,10,1,0,6,4
10,0,0,10,1,1,3,7
10,0,0,10,1,0,7,3
10,0,0,10,1,1,4,6
10,0,0,10,1,1,4,6
10,0,0,10,1,0,6,4
10,0,0,10,1,1,4,6
10,0,0,10,1,1,3,7
10,0,0,10,1,0,5,5
10,0,0,10,1,1,5,5
10,0,0,10,1,0,6,4
10,0,0,10,1,0,6,4
10,0,0,10,1,1,3,7
10,0,0,10,1,0,5,5
10,0,0,10,1,1,3,7
10,0,0,10,1,1,4,6
10,0,0,10,1,1,4,6
10,0,0,10,1,1,4,6
10,0,0,10,1,1,5,5
10,0,0,10,1,0,6,4
10,0,0,10,2,0,5,5
10,0,0,10,1,1,4,6
10,0,0,10,1,1,3,7
10,0,0,10,1,1,4,6
10,0,0,10,1,1,3,7
10,0,0,10,1,1,5,5
10,0,0,10,1,0,5,5
10,0,0,10,1,0,7,3
10,0,0,10,1,0,6,4
10,0,0,10,1,1,5,5
10,0,0,10,1,0,6,4
10,0,0,10,1,0,7,3
10,0,0,10,1,1,4,6
10,0,0,10,1,0,5,5
10,0,0,10,1,1,4,6
10,0,0,10,2,0,5,5
10,0,0,10,1,0,5,5
10,0,0,10,1,1,4,6
10,0,0,10,1,1,4,6
10,0,0,10,1,0,6,4
10,0,0,10,1,0,6,4
10,0,0,10,1,0,6,4
10,0,0,10,1,0,7,3
10,0,0,10,1,0,6,4
10,0,0,10,1,0,6,4
10,0,0,10,1,1,3,7
10,0,0,10,2,0,5,5
10,0,0,10,1,1,3,7
10,0,0,10,1,1,3,7
10,0,0,10,1,1,5,5
10,0,0,10,1,1,3,7
10,0,0,10,1,0,6,4
10,0,0,10,1,1,4,6
10,0,0,10,1,0,6,4
10,0,0,10,1,1,3,7
10,0,0,10,1,1,4,6
10,0,0,10,2,1,5,5
10,0,0,10,1,0,9,1
10,0,0,10,1,0,6,4
10,0,0,10,1,0,6,4
10,0,0,10,1,0,6,4
10,0,0,10,1,0,8,2
10,0,0,10,1,0,5,5
10,0,0,10,1,0,7,3
10,0,0,10,1,0,5,5
10,0,0,10,1,1,3,7
10,0,0,10,1,1,4,6
10,0,0,10,1,0,7,3
10,0,0,10,1,1,4,6
10,2,2,10,1,1,3,7
10,2,2,10,1,0,3,7
10,2,2,10,1,0,3,7
10,2,2,10,1,1,1,9
10,2,2,10,3,0,6,4
10,2,2,10,5,0,4,6
10,2,2,10,1,0,8,2
10,2,2,10,2,0,6,4
10,2,2,10,9,1,4,6
10,2,2,10,1,1,4,6
10,2,2,10,1,1,3,7
10,2,2,10,10,-1,6,4
10,2,2,10,1,1,6,4
10,2,2,10,1,1,4,6
10,2,2,10,2,1,4,6
10,2,2,10,5,0,5,5
10,2,2,10,1,0,6,4
10,2,2,10,1,0,4,6
10,2,2,10,4,1,6,4
10,2,2,10,3,1,4,6
10,2,2,10,1,1,5,5
10,2,2,10,1,1,3,7
10,2,2,10,1,0,6,4
10,2,2,10,1,1,3,7
10,2,2,10,1,0,8,2
10,2,2,10,1,0,8,2
10,2,2,10,6,1,4,6
10,2,2,10,4,1,7,3
10,2,2,10,3,0,4,6
10,2,2,10,1,0,5,5
10,2,2,10,3,1,6,4
10,2,2,10,10,-1,3,7
10,2,2,10,4,1,5,5
10,2,2,10,1,1,3,7
10,2,2,10,2,0,4,6
10,2,2,10,1,1,6,4
10,2,2,10,1,1,3,7
10,2,2,10,5,1,6,4
10,2,2,10,1,1,3,7
10,2,2,10,4,0,6,4
10,2,2,10,10,-1,4,6
10,2,2,10,4,0,5,5
10,2,2,10,3,0,4,6
10,2,2,10,1,0,9,1
10,2,2,10,3,0,5,5
10,2,2,10,1,1,4,6
10,2,2,10,1,1,3,7
10,2,2,10,7,1,5,5
10,2,2,10,1,1,5,5
10,2,2,10,1,1,3,7
10,2,2,10,1,0,7,3
10,2,2,10,2,0,5,5
10,2,2,10,5,1,5,5
10,2,2,10,5,0,4,6
10,2,2,10,3,1,4,6
10,2,2,10,5,1,6,4
10,2,2,10,1,0,5,5
10,2,2,10,1,1,3,7
10,2,2,10,10,-1,5,5
10,2,2,10,2,1,7,3
10,2,2,10,6,0,4,6
10,2,2,10,1,1,5,5
10,2,2,10,4,1,5,5
10,2,2,10,1,1,7,3
10,2,2,10,1,1,6,4
10,2,2,10,1,0,4,6
10,2,2,10,9,1,6,4
10,2,2,10,3,0,4,6
10,2,2,10,1,1,4,6
10,2,2,10,4,1,5,5
10,2,2,10,2,1,5,5
10,2,2,10,1,0,6,4
10,2,2,10,5,1,4,6
10,2,2,10,4,1,3,7
10,2,2,10,5,0,4,6
10,2,2,10,1,1,3,7
10,2,2,10,1,1,3,7
10,2,2,10,2,0,5,5
10,2,2,10,1,1,5,5
10,2,2,10,9,0,4,6
10,2,2,10,1,1,6,4
10,2,2,10,10,-1,4,6
10,2,2,10,2,0,6,4
10,2,2,10,1,0,5,5
10,2,2,10,1,1,4,6
10,2,2,10,1,1,4,6
10,2,2,10,1,0,5,5
10,2,2,10,1,0,5,5
10,2,2,10,1,1,3,7
10,2,2,10,1,0,6,4
10,2,2,10,3,0,6,4
10,2,2,10,1,0,6,4
10,2,2,10,1,0,7,3
10,2,2,10,2,1,4,6
10,2,2,10,2,1,4,6
10,2,2,10,1,1,2,8
10,2,2,10,1,1,6,4
10,2,2,10,2,1,6,4
10,2,2,10,1,0,5,5
10,2,2,10,1,0,8,2
10,4,4,10,10,-1,5,5
10,4,4,10,10,-1,6,4
10,4,4,10,10,-1,6,4
10,4,4,10,10,-1,7,3
10,4,4,10,10,-1,3,7
10,4,4,10,10,-1,6,4
10,4,4,10,1,1,6,4
10,4,4,10,10,-1,3,7
10,4,4,10,8,0,4,6
10,4,4,10,10,-1,5,5
10,4,4,10,10,-1,5,5
10,4,4,10,10,-1,6,4
10,4,4,10,10,-1,3,7
10,4,4,10,10,-1,5,5
10,4,4,10,10,-1,6,4
10,4,4,10,8,1,5,5
10,4,4,10,10,-1,4,6
10,4,4,10,10,-1,5,5
10,4,4,10,10,-1,4,6
10,4,4,10,10,-1,3,7
10,4,4,10,10,-1,2,8
10,4,4,10,10,-1,3,7
10,4,4,10,10,-1,6,4
10,4,4,10,10,-1,7,3
10,4,4,10,10,-1,8,2
10,4,4,10,10,-1,7,3
10,4,4,10,10,-1,4,6
10,4,4,10,8,0,7,3
10,4,4,10,5,0,6,4
10,4,4,10,10,-1,7,3
10,4,4,10,10,-1,5,5
10,4,4,10,10,-1,6,4
10,4,4,10,10,-1,4,6
10,4,4,10,10,-1,7,3
10,4,4,10,10,-1,5,5
10,4,4,10,10,-1,6,4
10,4,4,10,10,-1,6,4
10,4,4,10,10,-1,6,4
10,4,4,10,10,-1,2,8
10,4,4,10,10,-1,2,8
10,4,4,10,10,-1,4,6
10,4,4,10,10,-1,4,6
10,4,4,10,3,1,8,2
10,4,4,10,1,0,8,2
10,4,4,10,10,-1,5,5
10,4,4,10,10,-1,6,4
10,4,4,10,10,-1,4,6
10,4,4,10,10,-1,6,4
10,4,4,10,10,-1,3,7
10,4,4,10,10,-1,3,7
10,4,4,10,1,0,9,1
