n,f,fCount,S,maxS,decision,countViEQ0,countViEQ1
50,0,0,40,1,1,21,29
50,0,0,40,1,0,33,17
50,0,0,40,1,1,20,30
50,0,0,40,1,1,24,26
50,0,0,40,1,1,22,28
50,0,0,40,1,0,30,20
50,0,0,40,1,1,24,26
50,0,0,40,1,0,27,23
50,0,0,40,1,0,26,24
50,0,0,40,1,0,31,19
50,0,0,40,2,1,25,25
50,0,0,40,1,1,24,26
50,0,0,40,1,0,26,24
50,0,0,40,1,0,27,23
50,0,0,40,1,0,29,21
50,0,0,40,1,0,30,20
50,0,0,40,1,1,24,26
50,0,0,40,1,0,27,23
50,0,0,40,1,1,22,28
50,0,0,40,1,1,22,28
50,0,0,40,1,1,24,26
50,0,0,40,1,0,32,18
50,0,0,40,1,0,26,24
50,0,0,40,1,1,23,27
50,0,0,40,1,1,23,27
50,0,0,40,1,0,25,25
50,0,0,40,1,0,27,23
50,0,0,40,1,0,29,21
50,0,0,40,1,0,28,22
50,0,0,40,1,0,26,24
50,0,0,40,1,1,22,28
50,0,0,40,1,1,22,28
50,0,0,40,1,1,18,32
50,12,12,40,17,0,22,28
50,12,12,40,7,0,28,22
50,12,12,40,40,-1,27,23
50,12,12,40,19,1,23,27
50,12,12,40,2,0,18,32
50,12,12,40,1,0,25,25
50,12,12,40,3,1,29,21
50,12,12,40,34,1,22,28
50,12,12,40,23,0,21,29
50,12,12,40,3,0,27,23
50,12,12,40,26,1,29,21
50,12,12,40,29,0,26,24
50,12,12,40,6,1,28,22
50,12,12,40,40,-1,32,18
50,12,12,40,33,0,25,25
50,12,12,40,16,1,19,31
50,12,12,40,37,0,24,26
50,12,12,40,16,1,21,29
50,12,12,40,27,0,25,25
50,12,12,40,15,1,23,27
50,12,12,40,18,1,20,30
50,12,12,40,40,-1,24,26
50,12,12,40,40,-1,25,25
50,12,12,40,40,-1,30,20
50,12,12,40,12,1,22,28
50,12,12,40,9,1,21,29
50,12,12,40,33,0,28,22
50,12,12,40,3,0,33,17
50,12,12,40,37,1,25,25
50,12,12,40,29,1,26,24
50,12,12,40,38,0,28,22
50,12,12,40,18,0,24,26
50,12,12,40,2,0,25,25
50,12,12,40,40,-1,22,28
50,12,12,40,16,0,26,24
50,12,12,40,40,-1,25,25
50,12,12,40,14,1,21,29
50,12,12,40,14,1,24,26
50,12,12,40,11,1,28,22
50,12,12,40,23,1,27,23
50,12,12,40,22,1,24,26
50,12,12,40,20,1,19,31
50,12,12,40,40,-1,26,24
50,12,12,40,40,-1,24,26
50,12,12,40,28,1,25,25
50,12,12,40,25,0,32,18
50,12,12,40,20,1,24,26
50,12,12,40,40,-1,26,24
50,12,12,40,40,-1,21,29
50,12,12,40,2,1,24,26
50,12,12,40,40,-1,18,32
50,12,12,40,10,0,25,25
50,12,12,40,40,-1,26,24
50,12,12,40,17,1,21,29
50,12,12,40,34,0,28,22
50,12,12,40,5,1,28,22
50,12,12,40,20,1,22,28
50,12,12,40,39,1,25,25
50,12,12,40,40,-1,25,25
50,12,12,40,36,0,25,25
50,12,12,40,40,-1,28,22
50,12,12,40,27,0,27,23
50,12,12,40,13,0,25,25
50,12,12,40,10,1,28,22
50,12,12,40,24,1,29,21
50,12,12,40,30,1,29,21
50,12,12,40,33,0,26,24
50,12,12,40,36,1,25,25
50,12,12,40,20,0,27,23
50,12,12,40,27,0,27,23
50,12,12,40,22,0,29,21
50,12,12,40,40,-1,23,27
50,12,12,40,35,1,26,24
50,12,12,40,11,0,27,23
50,12,12,40,2,1,28,22
50,12,12,40,40,-1,25,25
50,12,12,40,7,0,25,25
50,12,12,40,40,-1,20,30
50,12,12,40,18,1,23,27
50,12,12,40,4,0,24,26
50,12,12,40,33,1,27,23
50,12,12,40,2,1,25,25
50,12,12,40,40,-1,33,17
50,12,12,40,2,0,22,28
50,12,12,40,40,-1,26,24
50,12,12,40,14,1,30,20
50,12,12,40,40,-1,22,28
50,12,12,40,2,0,28,22
50,12,12,40,28,0,22,28
50,12,12,40,16,1,18,32
50,12,12,40,40,-1,23,27
50,12,12,40,1,0,24,26
50,12,12,40,31,0,24,26
50,12,12,40,18,1,30,20
50,12,12,40,7,0,23,27
50,12,12,40,13,1,22,28
50,12,12,40,40,-1,24,26
50,12,12,40,40,-1,29,21
50,12,12,40,22,0,22,28
50,12,12,40,40,-1,21,29
50,24,24,40,40,-1,33,17
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,23,27
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,33,17
50,24,24,40,40,-1,22,28
50,24,24,40,40,-1,30,20
50,24,24,40,40,-1,29,21
50,24,24,40,40,-1,19,31
50,24,24,40,40,-1,23,27
50,24,24,40,40,-1,24,26
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,19,31
50,24,24,40,40,-1,29,21
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,22,28
50,24,24,40,40,-1,28,22
50,24,24,40,40,-1,28,22
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,27,23
50,24,24,40,40,-1,28,22
50,24,24,40,40,-1,31,19
50,24,24,40,40,-1,21,29
50,24,24,40,40,-1,23,27
50,24,24,40,40,-1,28,22
50,24,24,40,40,-1,21,29
50,24,24,40,40,-1,31,19
50,24,24,40,40,-1,28,22
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,24,26
50,24,24,40,40,-1,18,32
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,23,27
50,24,24,40,40,-1,28,22
50,24,24,40,40,-1,18,32
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,22,28
50,24,24,40,40,-1,31,19
50,24,24,40,40,-1,19,31
50,24,24,40,40,-1,27,23
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,30,20
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,23,27
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,18,32
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,22,28
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,30,20
50,24,24,40,40,-1,31,19
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,26,24
50,24,24,40,40,-1,28,22
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,23,27
50,24,24,40,40,-1,23,27
50,24,24,40,40,-1,22,28
50,24,24,40,40,-1,24,26
50,24,24,40,40,-1,20,30
50,24,24,40,40,-1,24,26
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,23,27
50,24,24,40,40,-1,22,28
50,24,24,40,40,-1,30,20
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,22,28
50,24,24,40,40,-1,24,26
50,24,24,40,40,-1,20,30
50,24,24,40,40,-1,27,23
50,24,24,40,40,-1,20,30
50,24,24,40,40,-1,33,17
50,24,24,40,40,-1,18,32
50,24,24,40,40,-1,29,21
50,24,24,40,40,-1,19,31
50,24,24,40,40,-1,29,21
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,27,23
50,24,24,40,40,-1,17,33
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,19,31
50,24,24,40,40,-1,23,27
50,24,24,40,40,-1,21,29
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,32,18
50,24,24,40,40,-1,22,28
50,24,24,40,40,-1,24,26
50,24,24,40,40,-1,24,26
50,24,24,40,40,-1,33,17
50,24,24,40,40,-1,24,26
50,24,24,40,40,-1,25,25
50,24,24,40,40,-1,27,23
50,0,0,45,1,1,22,28
50,0,0,45,1,0,29,21
50,0,0,45,1,1,21,29
50,0,0,45,1,1,23,27
50,0,0,45,1,1,22,28
50,0,0,45,1,0,28,22
50,0,0,45,1,0,30,20
50,0,0,45,1,1,21,29
50,0,0,45,1,1,23,27
50,0,0,45,1,1,20,30
50,0,0,45,1,1,24,26
50,0,0,45,1,1,20,30
50,0,0,45,1,1,22,28
50,0,0,45,1,0,30,20
50,0,0,45,1,0,26,24
50,0,0,45,1,1,25,25
50,0,0,45,1,0,31,19
50,0,0,45,1,0,25,25
50,0,0,45,1,0,29,21
50,0,0,45,1,1,15,35
50,0,0,45,1,1,22,28
50,0,0,45,1,0,33,17
50,0,0,45,1,0,33,17
50,0,0,45,1,0,25,25
50,0,0,45,2,1,25,25
50,0,0,45,1,1,24,26
50,0,0,45,1,0,28,22
50,0,0,45,1,0,30,20
50,0,0,45,1,0,30,20
50,0,0,45,1,0,32,18
50,0,0,45,1,1,20,30
50,0,0,45,1,0,25,25
50,0,0,45,1,0,25,25
50,0,0,45,1,1,24,26
50,0,0,45,1,0,25,25
50,0,0,45,1,0,27,23
50,0,0,45,1,1,23,27
50,0,0,45,1,1,23,27
50,0,0,45,1,1,23,27
50,0,0,45,1,0,26,24
50,0,0,45,1,0,27,23
50,0,0,45,1,1,23,27
50,0,0,45,1,0,26,24
50,0,0,45,1,1,23,27
50,0,0,45,1,0,30,20
50,0,0,45,1,1,21,29
50,0,0,45,1,1,20,30
50,0,0,45,1,1,22,28
50,0,0,45,1,1,18,32
50,0,0,45,1,1,22,28
50,0,0,45,1,1,24,26
50,0,0,45,1,0,35,15
50,0,0,45,1,0,30,20
50,0,0,45,1,0,25,25
50,0,0,45,1,1,25,25
50,0,0,45,1,0,29,21
50,0,0,45,1,1,24,26
50,0,0,45,1,0,27,23
50,0,0,45,1,0,27,23
50,0,0,45,1,1,16,34
50,0,0,45,1,1,16,34
50,0,0,45,1,0,28,22
50,0,0,45,1,0,26,24
50,0,0,45,1,0,26,24
50,0,0,45,1,1,19,31
50,0,0,45,1,0,32,18
50,0,0,45,1,1,23,27
50,0,0,45,1,1,22,28
50,0,0,45,1,0,32,18
50,0,0,45,1,0,26,24
50,0,0,45,2,0,25,25
50,0,0,45,1,0,29,21
50,0,0,45,1,1,23,27
50,0,0,45,1,0,31,19
50,0,0,45,1,0,26,24
50,0,0,45,1,0,25,25
50,0,0,45,1,0,26,24
50,0,0,45,1,0,31,19
50,0,0,45,1,0,31,19
50,0,0,45,1,0,30,20
50,0,0,45,1,1,23,27
50,0,0,45,1,1,25,25
50,0,0,45,1,1,21,29
50,0,0,45,1,0,29,21
50,0,0,45,1,0,30,20
50,0,0,45,1,1,23,27
50,0,0,45,1,1,24,26
50,0,0,45,1,0,26,24
50,0,0,45,1,1,21,29
50,0,0,45,1,0,32,18
50,0,0,45,1,0,28,22
50,0,0,45,1,0,25,25
50,0,0,45,1,1,22,28
50,0,0,45,1,0,31,19
50,0,0,45,1,1,23,27
50,0,0,45,1,1,23,27
50,0,0,45,1,0,27,23
50,0,0,45,1,1,22,28
50,0,0,45,1,0,28,22
50,0,0,45,1,1,25,25
50,12,12,45,10,0,24,26
50,12,12,45,9,1,22,28
50,12,12,45,42,0,28,22
50,12,12,45,16,0,24,26
50,12,12,45,16,0,31,19
50,12,12,45,11,0,28,22
50,12,12,45,18,1,22,28
50,12,12,45,11,0,28,22
50,12,12,45,45,-1,23,27
50,12,12,45,28,1,25,25
50,12,12,45,45,-1,26,24
50,12,12,45,29,0,23,27
50,12,12,45,2,0,20,30
50,12,12,45,45,-1,18,32
50,12,12,45,34,1,21,29
50,12,12,45,1,1,18,32
50,12,12,45,17,1,29,21
50,12,12,45,41,0,24,26
50,12,12,45,3,0,26,24
50,12,12,45,28,0,19,31
50,12,12,45,1,1,30,20
50,12,12,45,30,1,27,23
50,12,12,45,45,-1,25,25
50,12,12,45,19,1,20,30
50,12,12,45,6,0,26,24
50,12,12,45,45,-1,24,26
50,12,12,45,3,0,22,28
50,12,12,45,45,-1,23,27
50,12,12,45,45,-1,24,26
50,12,12,45,5,1,28,22
50,12,12,45,26,1,25,25
50,12,12,45,39,0,31,19
50,12,12,45,30,0,20,30
50,12,12,45,45,-1,21,29
50,12,12,45,4,0,26,24
50,12,12,45,14,1,25,25
50,12,12,45,28,0,27,23
50,12,12,45,12,0,23,27
50,12,12,45,45,-1,27,23
50,12,12,45,18,1,23,27
50,12,12,45,45,-1,30,20
50,12,12,45,1,0,34,16
50,12,12,45,1,1,15,35
50,12,12,45,1,0,33,17
50,12,12,45,13,1,26,24
50,12,12,45,4,0,25,25
50,12,12,45,17,1,26,24
50,12,12,45,12,0,31,19
50,12,12,45,45,-1,28,22
50,12,12,45,35,1,26,24
50,12,12,45,20,0,28,22
50,12,12,45,33,1,25,25
50,12,12,45,34,0,25,25
50,12,12,45,6,0,26,24
50,12,12,45,35,1,28,22
50,12,12,45,45,-1,25,25
50,12,12,45,9,1,28,22
50,12,12,45,12,0,24,26
50,12,12,45,23,0,26,24
50,12,12,45,23,0,22,28
50,12,12,45,1,1,23,27
50,12,12,45,45,-1,24,26
50,12,12,45,12,1,24,26
50,12,12,45,37,0,29,21
50,12,12,45,23,1,30,20
50,12,12,45,45,-1,25,25
50,12,12,45,45,-1,31,19
50,12,12,45,22,0,29,21
50,12,12,45,19,0,30,20
50,12,12,45,11,1,20,30
50,12,12,45,30,0,32,18
50,12,12,45,15,0,29,21
50,12,12,45,19,1,24,26
50,12,12,45,42,1,23,27
50,12,12,45,5,1,17,33
50,12,12,45,27,1,26,24
50,12,12,45,39,0,25,25
50,12,12,45,16,0,26,24
50,12,12,45,23,1,28,22
50,12,12,45,45,-1,27,23
50,12,12,45,38,0,26,24
50,12,12,45,8,1,27,23
50,12,12,45,15,1,23,27
50,12,12,45,38,0,26,24
50,12,12,45,10,1,27,23
50,12,12,45,45,-1,23,27
50,12,12,45,1,0,29,21
50,12,12,45,15,1,19,31
50,12,12,45,29,1,24,26
50,12,12,45,1,0,35,15
50,12,12,45,1,1,22,28
50,12,12,45,12,0,23,27
50,12,12,45,20,0,23,27
50,12,12,45,36,1,26,24
50,12,12,45,33,0,23,27
50,12,12,45,45,-1,28,22
50,12,12,45,8,1,30,20
50,12,12,45,45,-1,28,22
50,12,12,45,27,0,20,30
50,12,12,45,45,-1,29,21
50,24,24,45,45,-1,20,30
50,24,24,45,45,-1,29,21
50,24,24,45,45,-1,28,22
50,24,24,45,45,-1,30,20
50,24,24,45,45,-1,27,23
50,24,24,45,45,-1,32,18
50,24,24,45,45,-1,34,16
50,24,24,45,45,-1,23,27
50,24,24,45,45,-1,19,31
50,24,24,45,45,-1,29,21
50,24,24,45,45,-1,15,35
50,24,24,45,45,-1,23,27
50,24,24,45,45,-1,31,19
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,24,26
50,24,24,45,45,-1,24,26
50,24,24,45,45,-1,28,22
50,24,24,45,45,-1,29,21
50,24,24,45,45,-1,23,27
50,24,24,45,45,-1,24,26
50,24,24,45,45,-1,26,24
50,24,24,45,45,-1,28,22
50,24,24,45,45,-1,17,33
50,24,24,45,45,-1,21,29
50,24,24,45,45,-1,28,22
50,24,24,45,45,-1,22,28
50,24,24,45,45,-1,28,22
50,24,24,45,45,-1,26,24
50,24,24,45,45,-1,23,27
50,24,24,45,45,-1,24,26
50,24,24,45,45,-1,22,28
50,24,24,45,45,-1,22,28
50,24,24,45,45,-1,27,23
50,24,24,45,45,-1,26,24
50,24,24,45,45,-1,26,24
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,21,29
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,26,24
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,26,24
50,24,24,45,45,-1,22,28
50,24,24,45,45,-1,27,23
50,24,24,45,45,-1,23,27
50,24,24,45,45,-1,23,27
50,24,24,45,45,-1,29,21
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,34,16
50,24,24,45,45,-1,19,31
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,23,27
50,24,24,45,45,-1,24,26
50,24,24,45,45,-1,27,23
50,24,24,45,45,-1,27,23
50,24,24,45,45,-1,23,27
50,24,24,45,45,-1,18,32
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,19,31
50,24,24,45,45,-1,27,23
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,24,26
50,24,24,45,45,-1,26,24
50,24,24,45,45,-1,29,21
50,24,24,45,45,-1,20,30
50,24,24,45,45,-1,20,30
50,24,24,45,45,-1,28,22
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,24,26
50,24,24,45,45,-1,26,24
50,24,24,45,45,-1,28,22
50,24,24,45,45,-1,29,21
50,24,24,45,45,-1,17,33
50,24,24,45,45,-1,27,23
50,24,24,45,45,-1,22,28
50,24,24,45,45,-1,26,24
50,24,24,45,45,-1,30,20
50,24,24,45,45,-1,22,28
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,21,29
50,24,24,45,45,-1,28,22
50,24,24,45,45,-1,24,26
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,23,27
50,24,24,45,45,-1,20,30
50,24,24,45,45,-1,26,24
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,30,20
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,23,27
50,24,24,45,45,-1,22,28
50,24,24,45,45,-1,29,21
50,24,24,45,45,-1,28,22
50,24,24,45,45,-1,27,23
50,24,24,45,45,-1,26,24
50,24,24,45,45,-1,26,24
50,24,24,45,45,-1,25,25
50,24,24,45,45,-1,28,22
50,0,0,50,1,1,24,26
50,0,0,50,1,0,28,22
50,0,0,50,1,1,23,27
50,0,0,50,1,0,25,25
50,0,0,50,1,1,22,28
50,0,0,50,1,1,21,29
50,0,0,50,1,1,22,28
50,0,0,50,1,1,24,26
50,0,0,50,1,0,30,20
50,0,0,50,1,1,22,28
50,0,0,50,1,0,27,23
50,0,0,50,1,0,27,23
50,0,0,50,1,1,24,26
50,0,0,50,1,1,23,27
50,0,0,50,1,0,27,23
50,0,0,50,1,0,27,23
50,0,0,50,1,0,31,19
50,0,0,50,1,1,25,25
50,0,0,50,1,0,25,25
50,0,0,50,1,0,26,24
50,0,0,50,1,0,27,23
50,0,0,50,1,1,20,30
50,0,0,50,1,0,30,20
50,0,0,50,1,0,30,20
50,0,0,50,1,0,27,23
50,0,0,50,1,1,22,28
50,0,0,50,1,1,18,32
50,0,0,50,1,0,27,23
50,0,0,50,1,1,23,27
50,0,0,50,1,0,31,19
50,0,0,50,1,0,28,22
50,0,0,50,1,0,25,25
50,0,0,50,1,1,23,27
50,0,0,50,1,1,23,27
50,0,0,50,1,1,21,29
50,0,0,50,1,0,26,24
50,0,0,50,1,1,25,25
50,0,0,50,1,1,21,29
50,0,0,50,1,1,25,25
50,0,0,50,1,0,29,21
50,0,0,50,1,1,24,26
50,0,0,50,1,1,24,26
50,0,0,50,1,0,28,22
50,0,0,50,1,0,27,23
50,0,0,50,1,0,29,21
50,0,0,50,1,0,27,23
50,0,0,50,1,1,25,25
50,0,0,50,1,1,23,27
50,0,0,50,1,1,22,28
50,0,0,50,1,1,21,29
50,0,0,50,1,0,26,24
50,0,0,50,1,0,27,23
50,0,0,50,1,1,24,26
50,0,0,50,1,0,30,20
50,0,0,50,1,0,30,20
50,0,0,50,1,0,28,22
50,0,0,50,1,0,30,20
50,0,0,50,1,1,20,30
50,0,0,50,1,1,23,27
50,0,0,50,1,0,27,23
50,0,0,50,1,0,26,24
50,0,0,50,1,1,23,27
50,0,0,50,1,0,26,24
50,0,0,50,1,1,24,26
50,0,0,50,1,0,34,16
50,0,0,50,1,0,26,24
50,0,0,50,1,1,21,29
50,0,0,50,1,0,26,24
50,0,0,50,1,1,20,30
50,0,0,50,1,0,30,20
50,0,0,50,1,0,29,21
50,0,0,50,1,0,26,24
50,0,0,50,1,1,25,25
50,0,0,50,1,1,23,27
50,0,0,50,1,0,27,23
50,0,0,50,1,1,20,30
50,0,0,50,1,1,25,25
50,0,0,50,1,0,28,22
50,0,0,50,1,1,21,29
50,0,0,50,1,1,23,27
50,0,0,50,1,0,30,20
50,0,0,50,1,0,26,24
50,0,0,50,1,0,25,25
50,0,0,50,1,1,22,28
50,0,0,50,1,0,26,24
50,0,0,50,1,1,24,26
50,0,0,50,1,1,24,26
50,0,0,50,1,1,22,28
50,0,0,50,1,0,30,20
50,0,0,50,1,1,24,26
50,0,0,50,1,0,26,24
50,0,0,50,1,1,23,27
50,0,0,50,1,0,25,25
50,0,0,50,1,0,28,22
50,0,0,50,1,1,23,27
50,0,0,50,1,1,23,27
50,0,0,50,1,0,31,19
50,0,0,50,1,1,23,27
50,0,0,50,1,0,26,24
50,0,0,50,1,0,27,23
50,12,12,50,16,1,22,28
50,12,12,50,5,0,24,26
50,12,12,50,1,1,18,32
50,12,12,50,3,1,25,25
50,12,12,50,9,1,28,22
50,12,12,50,6,0,25,25
50,12,12,50,9,1,29,21
50,12,12,50,22,0,23,27
50,12,12,50,31,0,24,26
50,12,12,50,12,0,30,20
50,12,12,50,1,1,17,33
50,12,12,50,50,-1,23,27
50,12,12,50,11,1,28,22
50,12,12,50,50,-1,28,22
50,12,12,50,44,0,21,29
50,12,12,50,21,1,26,24
50,12,12,50,41,0,22,28
50,12,12,50,49,0,24,26
50,12,12,50,20,1,21,29
50,12,12,50,1,1,24,26
50,12,12,50,50,-1,27,23
50,12,12,50,43,0,19,31
50,12,12,50,46,1,26,24
50,12,12,50,50,-1,22,28
50,12,12,50,50,-1,34,16
50,12,12,50,3,1,26,24
50,12,12,50,2,1,23,27
50,12,12,50,21,0,21,29
50,12,12,50,48,0,25,25
50,12,12,50,32,1,24,26
50,12,12,50,6,0,21,29
50,12,12,50,50,-1,21,29
50,12,12,50,8,0,26,24
50,12,12,50,19,1,27,23
50,12,12,50,40,1,27,23
50,12,12,50,50,-1,24,26
50,12,12,50,36,0,22,28
50,12,12,50,50,-1,24,26
50,12,12,50,15,0,18,32
50,12,12,50,16,1,33,17
50,12,12,50,50,-1,26,24
50,12,12,50,50,-1,26,24
50,12,12,50,5,0,21,29
50,12,12,50,50,-1,29,21
50,12,12,50,50,-1,24,26
50,12,12,50,25,1,19,31
50,12,12,50,2,0,30,20
50,12,12,50,5,1,24,26
50,12,12,50,7,1,20,30
50,12,12,50,1,0,25,25
50,12,12,50,13,0,26,24
50,12,12,50,5,1,20,30
50,12,12,50,7,0,31,19
50,12,12,50,50,-1,20,30
50,12,12,50,24,0,30,20
50,12,12,50,50,-1,28,22
50,12,12,50,37,0,21,29
50,12,12,50,14,0,23,27
50,12,12,50,16,1,29,21
50,12,12,50,12,0,21,29
50,12,12,50,15,0,27,23
50,12,12,50,44,0,30,20
50,12,12,50,1,0,20,30
50,12,12,50,3,0,24,26
50,12,12,50,33,1,27,23
50,12,12,50,50,-1,24,26
50,12,12,50,30,0,26,24
50,12,12,50,17,0,26,24
50,12,12,50,50,-1,22,28
50,12,12,50,2,1,28,22
50,12,12,50,50,-1,25,25
50,12,12,50,33,0,20,30
50,12,12,50,16,0,28,22
50,12,12,50,30,1,22,28
50,12,12,50,11,1,27,23
50,12,12,50,6,1,25,25
50,12,12,50,22,1,19,31
50,12,12,50,40,1,26,24
50,12,12,50,8,1,25,25
50,12,12,50,27,1,26,24
50,12,12,50,30,0,26,24
50,12,12,50,19,1,22,28
50,12,12,50,50,-1,28,22
50,12,12,50,24,1,25,25
50,12,12,50,50,-1,23,27
50,12,12,50,5,0,27,23
50,12,12,50,3,0,28,22
50,12,12,50,50,-1,24,26
50,12,12,50,23,0,28,22
50,12,12,50,1,0,29,21
50,12,12,50,11,1,30,20
50,12,12,50,34,1,21,29
50,12,12,50,2,0,18,32
50,12,12,50,9,1,28,22
50,12,12,50,7,1,19,31
50,12,12,50,23,0,22,28
50,12,12,50,24,1,25,25
50,12,12,50,50,-1,29,21
50,12,12,50,46,0,22,28
50,12,12,50,9,1,22,28
50,24,24,50,50,-1,22,28
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,19,31
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,28,22
50,24,24,50,50,-1,19,31
50,24,24,50,50,-1,22,28
50,24,24,50,50,-1,24,26
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,24,26
50,24,24,50,50,-1,22,28
50,24,24,50,50,-1,25,25
50,24,24,50,50,-1,20,30
50,24,24,50,50,-1,26,24
50,24,24,50,50,-1,29,21
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,28,22
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,26,24
50,24,24,50,50,-1,31,19
50,24,24,50,50,-1,30,20
50,24,24,50,50,-1,24,26
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,23,27
50,24,24,50,50,-1,24,26
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,19,31
50,24,24,50,50,-1,24,26
50,24,24,50,50,-1,23,27
50,24,24,50,50,-1,28,22
50,24,24,50,50,-1,30,20
50,24,24,50,50,-1,22,28
50,24,24,50,50,-1,25,25
50,24,24,50,50,-1,29,21
50,24,24,50,50,-1,24,26
50,24,24,50,50,-1,18,32
50,24,24,50,50,-1,21,29
50,24,24,50,50,-1,18,32
50,24,24,50,50,-1,23,27
50,24,24,50,50,-1,23,27
50,24,24,50,50,-1,24,26
50,24,24,50,50,-1,24,26
50,24,24,50,50,-1,20,30
50,24,24,50,50,-1,21,29
50,24,24,50,50,-1,29,21
50,24,24,50,50,-1,29,21
50,24,24,50,50,-1,21,29
50,24,24,50,50,-1,26,24
50,24,24,50,50,-1,25,25
50,24,24,50,50,-1,24,26
50,24,24,50,50,-1,26,24
50,24,24,50,50,-1,21,29
50,24,24,50,50,-1,31,19
50,24,24,50,50,-1,21,29
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,26,24
50,24,24,50,50,-1,28,22
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,25,25
50,24,24,50,50,-1,23,27
50,24,24,50,50,-1,24,26
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,26,24
50,24,24,50,50,-1,26,24
50,24,24,50,50,-1,29,21
50,24,24,50,50,-1,26,24
50,24,24,50,50,-1,25,25
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,25,25
50,24,24,50,50,-1,26,24
50,24,24,50,50,-1,29,21
50,24,24,50,50,-1,23,27
50,24,24,50,50,-1,24,26
50,24,24,50,50,-1,28,22
50,24,24,50,50,-1,26,24
50,24,24,50,50,-1,29,21
50,24,24,50,50,-1,17,33
50,24,24,50,50,-1,32,18
50,24,24,50,50,-1,24,26
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,28,22
50,24,24,50,50,-1,23,27
50,24,24,50,50,-1,29,21
50,24,24,50,50,-1,26,24
50,24,24,50,50,-1,20,30
50,24,24,50,50,-1,23,27
50,24,24,50,50,-1,24,26
50,24,24,50,50,-1,23,27
50,24,24,50,50,-1,25,25
50,24,24,50,50,-1,32,18
50,24,24,50,50,-1,28,22
50,24,24,50,50,-1,27,23
50,24,24,50,50,-1,21,29
50,24,24,50,50,-1,29,21
50,24,24,50,50,-1,28,22
50,24,24,50,50,-1,30,20
50,24,24,50,50,-1,18,32
50,24,24,50,50,-1,20,30
50,24,24,50,50,-1,20,30
50,0,0,55,1,1,19,31
50,0,0,55,1,1,19,31
50,0,0,55,1,0,28,22
50,0,0,55,1,1,25,25
50,0,0,55,1,1,24,26
50,0,0,55,1,1,22,28
50,0,0,55,1,0,27,23
50,0,0,55,1,0,29,21
50,0,0,55,1,1,22,28
50,0,0,55,1,0,27,23
50,0,0,55,1,1,19,31
50,0,0,55,1,0,26,24
50,0,0,55,1,0,27,23
50,0,0,55,1,1,24,26
50,0,0,55,1,0,28,22
50,0,0,55,1,0,26,24
50,0,0,55,1,0,31,19
